id,year,category,nominee,staff,company,producer,win
44,2019, Cinematography For A Single-Camera Series (One Hour),Ray Donovan,"Robert McLachlan, ASC, Director of Photography",Showtime,"The Mark Gordon Company, David Hollander Productions",False
45,2019, Cinematography For A Limited Series Or Movie,Deadwood: The Movie,"David Klein, ASC, Director of Photography",HBO,HBO Films in association with Red Board and The Mighty Mint,False
46,2019, Cinematography For A Nonfiction Program,Anthony Bourdain Parts Unknown,"Morgan Fallon, Director of Photography Todd Liebler, Director of Photography Zach Zamboni, Director of Photography",CNN,"CNN Original Series, Zero Point Zero Production, Inc.",False
47,2019, Cinematography For A Nonfiction Program,Our Planet,"Doug Anderson, Director of Photography Gavin Thurston, Director of Photography",Netflix,Silverback Films,False
48,2019, Cinematography For A Nonfiction Program,Our Planet,"Alastair MacEwen, Director of Photography Matt Aeberhard, Director of Photography",Netflix,Silverback Films,False
49,2019, Cinematography For A Nonfiction Program,Our Planet,"Jamie McPherson, Director of Photography Roger Horrocks, Director of Photography",Netflix,Silverback Films,False
50,2019, Cinematography For A Reality Program,Queer Eye,"Garrett Rose, Director of Photography",Netflix,"Scout Productions, Inc. and ITV Entertainment, LLC",False
54,2019, Period Costumes,Fosse/Verdon,"Melissa Toth, Costume Designer Joseph La Corte, Costume Designer Catherine Crabtree, Assistant Costume Designer Isabelle Simone, Assistant Costume Designer Kristin Isola, Assistant Costume Designer Virginia Patton, Costume Supervisor",FX Networks,Fox 21 Television Studios and FX Productions,False
55,2019, Period Costumes,GLOW,"Beth Morgan, Costume Designer Alexandra Casey, Assistant Costume Designer Sharon Taylor Sampson, Costume Supervisor",Netflix,A Netflix Original Series in association with Tilted Productions,False
56,2019, Contemporary Costumes,black-ish,"Michelle R. Cole, Costume Designer Devon Patterson, Costume Supervisor",ABC,ABC Studios,False
57,2019, Contemporary Costumes,Escape At Dannemora,"David Robinson, Costume Designer Ann Bryant, Assistant Costume Designer Barbara Hause, Costume Supervisor",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
58,2019, Contemporary Costumes,Grace And Frankie,"Allyson B. Fanger, Costume Designer Kristine Haag, Assistant Costume Designer Lori DeLapp, Costume Supervisor",Netflix,Skydance Productions,False
59,2019, Contemporary Costumes,Schitt's Creek,"Debra Hanson, Costume Designer Darci Cheyne, Assistant Costume Designer",Pop TV,"Not A Real Company Productions, Inc.",False
60,2019, Contemporary Costumes,Sharp Objects,"Alix Friedberg, Costume Designer Shawn Barry, Costume Supervisor",HBO,"HBO Entertainment in association with eOne and Tiny Pyro Productions, Blumhouse Television, Fourth Born, Crazyrose Productions",False
61,2019," Costumes For Variety, Nonfiction Or Reality Programming",Dancing With The Stars,"Daniela Gschwendtner, Costume Designer Steven Lee, Costume Designer Polina Roytman, Assistant Costume Designer Candice Rainwater, Assistant Costume Designer Howard Sussman, Costume Supervisor",ABC,BBC Studios,False
62,2019," Costumes For Variety, Nonfiction Or Reality Programming",Homecoming: A Film By Beyoncé,"Marni Senofonte, Costume Designer Olivier Rousteing, Costume Designer Timothy White, Costume Supervisor",Netflix,Parkwood Entertainment,False
63,2019," Costumes For Variety, Nonfiction Or Reality Programming",The Masked Singer,"Marina Toybina, Costume Designer Grainne O'Sullivan, Costume Supervisor",FOX,Smart Dog Media / Endemol Shine North America,False
64,2019," Costumes For Variety, Nonfiction Or Reality Programming",Saturday Night Live,"Tom Broecker, Costume Designer Eric Justian, Costume Designer Cristina Natividad, Assistant Costume Designer Karena Sanchez, Assistant Costume Designer Ashley Dudek, Assistant Costume Designer",NBC,SNL Studios in association with Universal Television and Broadway Video,False
65,2019, Directing For A Comedy Series,Barry,"Alec Berg, Directed by",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
66,2019, Directing For A Comedy Series,Barry,"Bill Hader, Directed by",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
67,2019, Directing For A Comedy Series,The Big Bang Theory,"Mark Cendrowski, Directed by",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
68,2019, Directing For A Comedy Series,The Marvelous Mrs. Maisel,"Amy Sherman-Palladino, Directed by",Prime Video,Amazon Studios,False
69,2019, Directing For A Comedy Series,The Marvelous Mrs. Maisel,"Daniel Palladino, Directed by",Prime Video,Amazon Studios,False
70,2019, Directing For A Drama Series,Game Of Thrones,"David Benioff, Directed by D.B. Weiss, Directed by",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
71,2019, Directing For A Drama Series,Game Of Thrones,"David Nutter, Directed by",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
72,2019, Directing For A Drama Series,Game Of Thrones,"Miguel Sapochnik, Directed by",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
73,2019, Directing For A Drama Series,The Handmaid's Tale,"Daina Reid, Directed by",Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",False
74,2019, Directing For A Drama Series,Killing Eve,"Lisa Brühlmann, Directed by",BBC America,Sid Gentle Films Ltd.,False
75,2019, Directing For A Drama Series,Succession,"Adam McKay, Directed by",HBO,HBO Entertainment in association with Project Zeus and Gary Sanchez Productions,False
76,2019," Directing For A Limited Series, Movie Or Dramatic Special",Escape At Dannemora,"Ben Stiller, Directed by",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
77,2019," Directing For A Limited Series, Movie Or Dramatic Special",Fosse/Verdon,"Jessica Yu, Directed by",FX Networks,Fox 21 Television Studios and FX Productions,False
78,2019," Directing For A Limited Series, Movie Or Dramatic Special",Fosse/Verdon,"Thomas Kail, Directed by",FX Networks,Fox 21 Television Studios and FX Productions,False
79,2019," Directing For A Limited Series, Movie Or Dramatic Special",A Very English Scandal,"Stephen Frears, Directed by",Prime Video,Blueprint and Amazon Studios,False
80,2019," Directing For A Limited Series, Movie Or Dramatic Special",When They See Us,"Ava DuVernay, Directed by",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
81,2019, Directing For A Variety Series,Documentary Now!,"Alex Buono, Directed by Rhys Thomas, Directed by",IFC,Broadway Video,False
82,2019, Directing For A Variety Series,Drunk History,"Derek Waters, Directed by",Comedy Central,"Gary Sanchez Productions, Central Productions, LLC",False
83,2019, Directing For A Variety Series,Last Week Tonight With John Oliver,"Paul Pennolino, Directed by",HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,False
84,2019, Directing For A Variety Series,The Late Show With Stephen Colbert,"Jim Hoskinson, Directed by",CBS,CBS Television Studios,False
85,2019, Directing For A Variety Series,Who Is America?,"Sacha Baron Cohen, Directed by Nathan Fielder, Directed by Daniel Gray Longino, Directed by Dan Mazer, Directed by",Showtime,"Spelthorne Community Television, Four By Two Television",False
86,2019, Directing For A Variety Special,Carpool Karaoke: When Corden Met McCartney Live From Liverpool,"Ben Winston, Directed by",CBS,CBS Television Studios / Fulwell 73,False
87,2019, Directing For A Variety Special,Homecoming: A Film By Beyoncé,"Beyoncé Knowles-Carter, Directed by Ed Burke, Directed by",Netflix,Parkwood Entertainment,False
88,2019, Directing For A Variety Special,The Oscars,"Glenn Weiss, Directed by",ABC,The Academy of Motion Picture Arts and Sciences,False
89,2019, Directing For A Documentary/Nonfiction Program,FYRE: The Greatest Party That Never Happened,"Chris Smith, Directed by",Netflix,"Jerry Media, Library Films, Matte Projects and Vice Studios",False
90,2019, Directing For A Documentary/Nonfiction Program,Leaving Neverland,"Dan Reed, Directed by",HBO,HBO Documentary Films in association with Channel 4 and Amos Pictures,False
91,2019, Directing For A Documentary/Nonfiction Program,RBG,"Julie Cohen, Directed by Betsy West, Directed by",CNN,"CNN Films, Storyville Films",False
92,2019, Single-Camera Picture Editing For A Drama Series,Game Of Thrones,"Katie Weiland, ACE, Editor",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
93,2019, Single-Camera Picture Editing For A Drama Series,Game Of Thrones,"Crispin Green, Editor",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
94,2019, Single-Camera Picture Editing For A Drama Series,The Handmaid's Tale,"Wendy Hallam Martin, ACE, Editor",Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",False
95,2019, Single-Camera Picture Editing For A Drama Series,Killing Eve,"Dan Crinnion, Editor",BBC America,Sid Gentle Films Ltd.,False
96,2019, Single-Camera Picture Editing For A Drama Series,Ozark,"Cindy Mollo, ACE, Editor Heather Goodwin Floyd, Editor",Netflix,Media Rights Capital,False
97,2019, Single-Camera Picture Editing For A Comedy Series,Barry,"Kyle Reiter, ACE, Editor",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
98,2019, Single-Camera Picture Editing For A Comedy Series,Barry,"Jeff Buchanan, Editor",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
99,2019, Single-Camera Picture Editing For A Comedy Series,The Marvelous Mrs. Maisel,"Kate Sanford, ACE, Editor",Prime Video,Amazon Studios,False
100,2019, Single-Camera Picture Editing For A Comedy Series,The Marvelous Mrs. Maisel,"Tim Streeto, ACE, Editor",Prime Video,Amazon Studios,False
101,2019, Single-Camera Picture Editing For A Comedy Series,Russian Doll,"Laura Weinberg, Editor",Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",False
102,2019, Multi-Camera Picture Editing For A Comedy Series,The Big Bang Theory,"Peter Chakos, Editor",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
103,2019, Multi-Camera Picture Editing For A Comedy Series,The Conners,"Brian Schnuckel, ACE, Editor",ABC,Carsey-Werner Television,False
104,2019, Multi-Camera Picture Editing For A Comedy Series,Mom,"Joe Bella, Editor",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
105,2019, Multi-Camera Picture Editing For A Comedy Series,Will & Grace,"Peter Beyt, ACE, Editor",NBC,Universal Television in association with KoMut Entertainment and Three Princesses and a P,False
106,2019, Single-Camera Picture Editing For A Limited Series Or Movie,Fosse/Verdon,"Tim Streeto, ACE, Editor",FX Networks,Fox 21 Television Studios and FX Productions,False
107,2019, Single-Camera Picture Editing For A Limited Series Or Movie,Sharp Objects,"Véronique Barbe, Editor Justin Lachance, Editor Maxime Lahaie, Editor Émile Vallée, Editor Jai M. Vee, Editor",HBO,"HBO Entertainment in association with eOne and Tiny Pyro Productions, Blumhouse Television, Fourth Born, Crazyrose Productions",False
108,2019, Single-Camera Picture Editing For A Limited Series Or Movie,True Detective,"Leo Trombetta, ACE, Editor",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
109,2019, Picture Editing For Variety Programming,Carpool Karaoke: When Corden Met McCartney Live From Liverpool,"Tom Jarvis, Editor",CBS,CBS Television Studios / Fulwell 73,False
110,2019, Picture Editing For Variety Programming,Drunk History,"John Cason, Editor",Comedy Central,"Gary Sanchez Productions, Central Productions, LLC",False
111,2019, Picture Editing For Variety Programming,Last Week Tonight With John Oliver,"Anthony Miale, Editor",HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,False
112,2019, Picture Editing For A Nonfiction Program,Anthony Bourdain Parts Unknown,"Tom Patterson, Editor",CNN,"CNN Original Series, Zero Point Zero Production, Inc.",False
113,2019, Picture Editing For A Nonfiction Program,Leaving Neverland,"Jules Cornell, Editor",HBO,HBO Documentary Films in association with Channel 4 and Amos Pictures,False
114,2019, Picture Editing For A Nonfiction Program,RBG,"Carla Gutierrez, ACE, Editor",CNN,"CNN Films, Storyville Films",False
115,2019, Picture Editing For A Structured Reality Or Competition Program,The Amazing Race,"Kellen Cruden, Editor Christina Fontana, Editor Jay Gammill, Editor Katherine Griffin, Editor Josh Lowry, Editor Steve Mellon, Editor Jason Pedroza, Editor",CBS,"WorldRace Productions, Inc.",False
116,2019, Picture Editing For A Structured Reality Or Competition Program,RuPaul's Drag Race,"Jamie Martin, Lead Editor Michael Lynn Deis, Editor Julie Tseselsky Kirschner, Editor John Lim, Editor Ryan Mallick, Editor Michael Roha, Editor Corey Ziemniak, Editor",VH1,World of Wonder Productions,False
117,2019, Picture Editing For A Structured Reality Or Competition Program,Survivor,"Fred Hawthorne, Supervising Editor Andrew Bolhuis, Editor Joubin Mortazavi, Editor Plowden Schumacher, Editor David Armstrong, Editor Evan Mediuch, Editor Jacob Teixeira, Editor",CBS,MGM Television,False
118,2019, Picture Editing For An Unstructured Reality Program,Deadliest Catch,"Rob Butler, ACE, Supervising Editor Isaiah Camp, Supervising Editor Nathen Araiza, Lead Editor Ben Bulatao, ACE, Editor Greg Cornejo, Editor",Discovery Channel,"Original Productions, LLC",False
119,2019, Picture Editing For An Unstructured Reality Program,Life Below Zero,"Tony Diaz, Editor Matt Mercer, Editor Jennifer Nelson, Editor Eric Michael Schrader, Editor Michael Swingler, Editor",National Geographic,BBC Studios,False
120,2019, Picture Editing For An Unstructured Reality Program,RuPaul's Drag Race: Untucked,"Kendra Pasker, Lead Editor Shayna Casey, Editor Stavros Stavropoulos, Editor",VH1,World of Wonder Productions,False
121,2019, Hairstyling For A Single-Camera Series,Game Of Thrones,"Kevin Alexander, Department Head Hairstylist Candice Banks, Key Hairstylist Nicola Mount, Hairstylist Rosalia Culora, Hairstylist",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
122,2019, Hairstyling For A Single-Camera Series,GLOW,"Theraesa Rivers, Department Head Hairstylist Valerie Jackson, Key Hairstylist Mishell Chandler, Hairstylist Deborah Pierce, Hairstylist Loretta Nero, Hairstylist Jason Green, Hairstylist",Netflix,A Netflix Original Series in association with Tilted Productions,False
123,2019, Hairstyling For A Single-Camera Series,Pose,"Chris Clark, Department Head Hairstylist Barry Lee Moe, Department Head Hairstylist Jameson Eaton, Hairstylist Mia Neal, Hairstylist Tim Harvey, Additional Hairstylist Sabana Majeed, Additional Hairstylist",FX Networks,Fox 21 Television Studios and FX Productions,False
124,2019, Hairstyling For A Multi-Camera Series Or Special,Saturday Night Live,"Jodi Mancuso, Department Head Hairstylist Cara Hannah Sullivan, Key Hairstylist Inga Thrasher, Hairstylist Gina Ferrucci, Hairstylist Joseph C. Whitmeyer, Hairstylist Amanda Duffy Evans, Hairstylist",NBC,SNL Studios in association with Universal Television and Broadway Video,False
125,2019, Hairstyling For A Multi-Camera Series Or Special,The Voice,"Jerilynn Stephens, Department Head Hairstylist Meagan Herrera-Schaaf, Key Hairstylist Renee Ferruggia, Hairstylist Darbie Wieczorek, Hairstylist Stacey Morris, Hairstylist Amber Maher, Hairstylist",NBC,"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",False
126,2019, Hairstyling For A Limited Series Or Movie,Deadwood: The Movie,"Melissa Yonkey, Department Head Hairstylist Laine Trzinski, Assistant Department Head Hairstylist Jose Zamora, Key Hairstylist",HBO,HBO Films in association with Red Board and The Mighty Mint,False
127,2019, Hairstyling For A Limited Series Or Movie,True Detective,"Brian B. Badie, Department Head Hairstylist Andrea Mona Bowman, Key Hairstylist Lawrence Cornell Davis, Personal Hairstylist",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
128,2019, Interactive Program,Conan,"Conan O'Brien, Executive Producer/Host Jeff Ross, Executive Producer Steve Beslow, Producer Aaron Bleyaert, Producer Ruthie Wyatt, Producer",TBS,"Team Coco/Conaco, LLC",False
129,2019, Interactive Program,Last Week Tonight With John Oliver,"Partially Important Productions, ",HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,False
130,2019, Interactive Program,The Late Late Show With James Corden,"James Corden, Host Ben Winston, Executive Producer Rob Crabbe, Executive Producer Adam Abramson, Director of Digital Tyler White, Social Media Producer",CBS,CBS Television Studios / Fulwell 73,False
131,2019, Interactive Program,The Late Show With Stephen Colbert,"Stephen Colbert, Executive Producer Chris Licht, Executive Producer Opus Moreschi, Head Writer Ariel Dumas, Digital Content Producer Matt Simpson, Director, Content & Product Strategy",CBS,CBS Television Studios,False
132,2019, Original Interactive Program,You Vs. Wild,"Rob Buchta, Executive Producer Bear Grylls, Executive Producer Chris Grant, Executive Producer Delbert Shoopman, Executive Producer Ben Simms, Director",Netflix,Electus and Bear Grylls Ventures,False
133,2019, Creative Achievement In Interactive Media Within A Scripted Program,Game Of Thrones,"HBO,  AT&T, ",HBO,"Framestore, TwentyFour 7",False
134,2019, Creative Achievement In Interactive Media Within A Scripted Program,The Good Place,"NBC Entertainment Marketing & Digital, ",NBC,NBC Entertainment,False
135,2019, Creative Achievement In Interactive Media Within An Unscripted Program,CONAN Without Borders,"Conan O'Brien, Executive Producer/Host Jeff Ross, Executive Producer Mike Sweeney, Producer Aaron Bleyaert, Producer Ruthie Wyatt, Producer",TBS,"Team Coco/Conaco, LLC",False
136,2019, Creative Achievement In Interactive Media Within An Unscripted Program,The Late Late Show Carpool Karaoke Primetime Special 2019,"James Corden, Host Ben Winston, Executive Producer Rob Crabbe, Executive Producer Adam Abramson, Director of Digital Ryan McKee, Senior Digital Producer",CBS,CBS Television Studios / Fulwell 73,False
137,2019, Creative Achievement In Interactive Media Within An Unscripted Program,The Oscars,"Meghan de Boer, Executive Producer Richard A. Preuss, Co-Executive Producer Augie Max Vargas, Producer Kimberly Weisberg, Producer Jeanne Cheung, Producer",ABC,"ABC Digital, The Academy of Motion Picture Arts and Sciences",False
138,2019, Lighting Design/Lighting Direction For A Variety Series,America's Got Talent,"Noah Mitz, Lighting Designer Michael Berger, Lighting Director Will Gossett, Lighting Director Ryan Tanker, Lighting Director Matthew Benson, Lighting Director Andrew Webberley, Lighting Director",NBC,"FremantleMedia North America, Inc. and Syco Entertainment",False
139,2019, Lighting Design/Lighting Direction For A Variety Series,Dancing With The Stars,"Simon Miles, Lighting Designer Suzanne Sotelo, Lighting Director Pete Radice, Lighting Director Matt McAdam, Lighting Director",ABC,BBC Studios,False
140,2019, Lighting Design/Lighting Direction For A Variety Series,So You Think You Can Dance,"Robert Barnhart, Lighting Designer Patrick Boozer, Lighting Director Pete Radice, Lighting Director Madigan Stehly, Lighting Director Matt Firestone, Lighting Director",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
141,2019, Lighting Design/Lighting Direction For A Variety Series,The Voice,"Oscar Dominguez, Lighting Designer Daniel Boland, Lighting Director Craig Housenick, Lighting Director Ronald Wirsgalla, Lighting Director Johnny Bradley, Lighting Director",NBC,"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",False
142,2019, Lighting Design/Lighting Direction For A Variety Special,The 61st Grammy Awards,"Robert A. Dickinson, Lighting Designer Noah Mitz, Lighting Director Michael Berger, Lighting Director Will Gossett, Lighting Director Madigan Stehly, Lighting Director Andy O'Reilly, Lighting Director Patrick Boozer, Lighting Director Ryan Tanker, Lighting Director",CBS,"AEG Ehrlich Ventures, LLC",False
143,2019, Lighting Design/Lighting Direction For A Variety Special,The Kennedy Center Honors,"Robert A. Dickinson, Lighting Designer Travis Hagenbuch, Lighting Director Michael Berger, Lighting Director Harry Sangmeister, Lighting Director",CBS,White Cherry Entertainment,False
144,2019, Lighting Design/Lighting Direction For A Variety Special,The Oscars,"Robert A. Dickinson, Lighting Designer Travis Hagenbuch, Lighting Director Michael Berger, Lighting Director Andy O'Reilly, Lighting Director Patrick Boozer, Lighting Director Ben Green, Lighting Director",ABC,The Academy of Motion Picture Arts and Sciences,False
145,2019, Lighting Design/Lighting Direction For A Variety Special,72nd Annual Tony Awards,"Robert A. Dickinson, Lighting Designer Noah Mitz, Lighting Director Ed McCarthy, Lighting Director Harry Sangmeister, Lighting Director",CBS,White Cherry Entertainment,False
146,2019, Main Title Design,Conversations With A Killer: The Ted Bundy Tapes,"Lisa Bolan, Creative Director Peter Murphy, Animator Alyssa Oh, Editor June Cho, Designer",Netflix,A Radical Media Production in association with Third Eye Motion Picture Company,False
147,2019, Main Title Design,Warrior,"John Likens, Creative Director Wesley Ebelhar, Art Director Arisu Kashiwagi, Designer/Art Director",Cinemax,"Tropper Ink, Perfect Storm, Bruce Lee Entertainment",False
148,2019, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),Dancing With The Stars,"Zena Shteysel, Department Head Makeup Artist Angela Moos, Key Makeup Artist Patti Ramsey-Bortoli, Additional Makeup Artist Julie Socash, Additional Makeup Artist Alison Gladieux, Additional Makeup Artist Donna Bard, Additional Makeup Artist",ABC,BBC Studios,False
149,2019, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),RENT,"Zena Shteysel, Department Head Makeup Artist Angela Moos, Key Makeup Artist Donna Bard, Additional Makeup Artist Julie Socash, Additional Makeup Artist Rocky Faulkner, Additional Makeup Artist Bruce Grayson, Additional Makeup Artist",FOX,20th Century Fox Television,False
150,2019, Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),The Voice,"Darcy Gilmore, Department Head Makeup Artist Kristene Bernard, Key Makeup Artist Gina Ghiglieri, Additional Makeup Artist Kathleen Karridene, Additional Makeup Artist Nikki Carbonetta, Additional Makeup Artist Erin Guth, Additional Makeup Artist",NBC,"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",False
151,2019, Makeup For A Limited Series Or Movie (Non-Prosthetic),Deadwood: The Movie,"Lana Horochowski, Department Head Makeup Artist Maurine Burke, Key Makeup Artist Lesa Nielsen Duff, Makeup Artist Ron Pipes, Makeup Artist Mary Kay Morse Witt, Makeup Artist",HBO,HBO Films in association with Red Board and The Mighty Mint,False
152,2019, Makeup For A Limited Series Or Movie (Non-Prosthetic),Sharp Objects,"Michelle Radow, Department Head Makeup Artist Erin Rosenmann, Key Makeup Artist Kate Biscoe, Personal Makeup Artist Karen Rentrop, Makeup Artist",HBO,"HBO Entertainment in association with eOne and Tiny Pyro Productions, Blumhouse Television, Fourth Born, Crazyrose Productions",False
153,2019, Makeup For A Limited Series Or Movie (Non-Prosthetic),True Detective,"John Blake, Department Head Makeup Artist Francisco X. Perez, Key Makeup Artist Debi Young, Personal Makeup Artist",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
154,2019," Prosthetic Makeup For A Series, Limited Series, Movie Or Special",Fosse/Verdon,"Debbie Zoller, Department Head Makeup Artist Dave Presto, Key Makeup Artist Jackie Risotto, Personal Makeup Artist Yoichi Art Sakamoto, Special Makeup Effects Artist Vincent Van Dyke, Prosthetic Designer",FX Networks,Fox 21 Television Studios and FX Productions,False
155,2019," Prosthetic Makeup For A Series, Limited Series, Movie Or Special",Game Of Thrones,"Emma Faulkes, Special Makeup Effects Artist Paul Spateri, Special Makeup Effects Artist Chloe Muton-Phillips, Special Makeup Effects Artist Duncan Jarman, Special Makeup Effects Artist Patt Foad, Special Makeup Effects Artist John Eldred-Tooby, Special Makeup Effects Artist Barrie Gower, Prosthetic Designer Sarah Gower, Prosthetic Designer",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
156,2019, Music Composition For A Series (Original Dramatic Score),Barry,"David Wingo, Music by",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
157,2019, Music Composition For A Series (Original Dramatic Score),The Handmaid's Tale,"Adam Taylor, Music by",Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",False
158,2019, Music Composition For A Series (Original Dramatic Score),House of Cards,"Jeff Beal, Music by",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital",False
159,2019, Music Composition For A Series (Original Dramatic Score),This Is Us,"Siddhartha Khosla, Music by",NBC,20th Century Fox Television,False
160,2019," Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",Escape At Dannemora,"Edward Shearmur, Music by",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
161,2019," Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",Good Omens,"David Arnold, Music by",Prime Video,BBC Worldwide Limited and Amazon Studios,False
162,2019," Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",True Detective,"T Bone Burnett, Music by Keefus Ciancia, Music by",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
163,2019," Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",When They See Us,"Kris Bowers, Music by",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
164,2019, Music Direction,Aretha! A Grammy Celebration For The Queen Of Soul,"Rickey Minor, Music Direction by",CBS,"AEG Ehrlich Ventures, LLC",False
165,2019, Music Direction,Homecoming: A Film By Beyoncé,"Beyoncé Knowles-Carter, Music Direction by Derek Dixie, Music Direction by",Netflix,Parkwood Entertainment,False
166,2019, Music Direction,The Oscars,"Rickey Minor, Music Direction by",ABC,The Academy of Motion Picture Arts and Sciences,False
167,2019, Music Direction,Q85: A Musical Celebration For Quincy Jones,"Greg Phillinganes, Music Direction by",BET Networks,"AEG Ehrlich Ventures, LLC",False
168,2019, Music Direction,Saturday Night Live,"Lenny Pickett, Music Direction by Leon Pendarvis, Music Direction by Eli Brueggemann, Music Direction by",NBC,SNL Studios in association with Universal Television and Broadway Video,False
169,2019, Original Music And Lyrics,Documentary Now!,"Eli Bolin, Music by John Mulaney, Lyrics by Seth Meyers, Lyrics by",IFC,Broadway Video,False
170,2019, Original Music And Lyrics,Flight Of The Conchords: Live In London,"Bret McKenzie, Music & Lyrics by Jemaine Clement, Music & Lyrics by",HBO,HBO Entertainment in association with Done + Dusted Productions,False
171,2019, Original Music And Lyrics,Saturday Night Live,"Eli Brueggemann, Music by Bryan Tucker, Lyrics by Leslie Jones, Lyrics by",NBC,SNL Studios in association with Universal Television and Broadway Video,False
172,2019, Original Music And Lyrics,Song Of Parkland,"Mark Sonnenblick, Music by Ashley Paseltiner, Lyrics by Molly Reichard, Lyrics by",HBO,HBO Original Programming,False
173,2019, Original Main Title Theme Music,Castle Rock,"Thomas Newman, Theme by",Hulu,"Bad Robot, Darkbloom, Warner Bros.",False
174,2019, Original Main Title Theme Music,Crazy Ex-Girlfriend,"Rachel Bloom, Theme by Jack Dolgen, Theme by Adam Schlesinger, Theme by",CW,CBS Television Studios in association with Warner Bros. Television,False
175,2019, Original Main Title Theme Music,Good Omens,"David Arnold, Theme by",Prime Video,BBC Worldwide Limited and Amazon Studios,False
176,2019, Original Main Title Theme Music,Our Planet,"Steven Price, Theme by",Netflix,Silverback Films,False
177,2019, Lead Actor In A Comedy Series,black-ish,"Anthony Anderson, as Andre ""Dre"" Johnson",ABC,ABC Studios,False
178,2019, Lead Actor In A Comedy Series,Black Monday,"Don Cheadle, as Maurice ""Mo"" Monroe",Showtime,"Sony Pictures Television, Point Grey Pictures, Shark Vs. Bear, After Alaska",False
179,2019, Lead Actor In A Comedy Series,The Good Place,"Ted Danson, as Michael",NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,False
180,2019, Lead Actor In A Comedy Series,The Kominsky Method,"Michael Douglas, as Sandy Kominsky",Netflix,Warner Bros. Television,False
181,2019, Lead Actor In A Comedy Series,Schitt's Creek,"Eugene Levy, as Johnny Rose",Pop TV,"Not A Real Company Productions, Inc.",False
182,2019, Lead Actor In A Drama Series,Ozark,"Jason Bateman, as Martin 'Marty' Byrde",Netflix,Media Rights Capital,False
183,2019, Lead Actor In A Drama Series,This Is Us,"Sterling K. Brown, as Randall Pearson",NBC,20th Century Fox Television,False
184,2019, Lead Actor In A Drama Series,Game Of Thrones,"Kit Harington, as Jon Snow",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
185,2019, Lead Actor In A Drama Series,Better Call Saul,"Bob Odenkirk, as Jimmy McGill",AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",False
